timestamp,open,high,low,close,volume,symbol,source
2025-02-23 03:30:00,1.0,1.0,1.0,0.9999003712020627,0.0002835343259222725,BTC/USDT,BTC_USDT
2025-02-23 04:30:00,0.9997402648599019,0.9995592347212847,0.9986057233704292,0.9990201401734791,0.0005176990996736679,BTC/USDT,BTC_USDT
2025-02-23 05:30:00,0.9988601749625073,0.9994702340400058,0.9988153683094859,1.0,0.0006687896651955477,BTC/USDT,BTC_USDT
2025-02-23 06:30:00,0.9998399836550191,0.9994010466056306,0.997365129835718,0.9979795491754497,0.0008599560622381599,BTC/USDT,BTC_USDT
2025-02-23 07:30:00,0.9978197508068638,0.9978809361600233,0.997705034446211,0.9975284638945766,0.0006168578626932129,BTC/USDT,BTC_USDT
2025-02-23 08:30:00,0.9973688438215039,0.9985806510399835,0.9975429782723899,0.9975679974495028,0.0007249061333359123,BTC/USDT,BTC_USDT
2025-02-23 09:30:00,0.9974082650667575,0.9980928425440209,0.9976002119766826,0.9973759470432664,0.0003129671710826598,BTC/USDT,BTC_USDT
2025-02-23 10:30:00,0.9972162454527805,0.9968897440488741,0.9956638049814519,0.9953912142026574,0.0009523236801315624,BTC/USDT,BTC_USDT
2025-02-23 11:30:00,0.9952319368039289,0.9963228944716803,0.9951268680445151,0.9968145281680818,0.000540955343107214,BTC/USDT,BTC_USDT
2025-02-23 12:30:00,0.9966550225633642,0.9984955706268084,0.9967631160572337,0.9985732944159225,0.0007839860240802049,BTC/USDT,BTC_USDT
2025-02-23 13:30:00,0.9984134008496338,0.9979748106881342,0.9968651828298887,0.9970414486535963,0.0003175940246251516,BTC/USDT,BTC_USDT
2025-02-23 14:30:00,0.9968818006946617,0.9975693278223546,0.9963099099099099,0.9962115619643959,0.0007197155653702437,BTC/USDT,BTC_USDT
2025-02-23 15:30:00,0.9960520470647279,0.9957498996093506,0.9944839427662957,0.9952349877684453,0.0007671895871922054,BTC/USDT,BTC_USDT
2025-02-23 16:30:00,0.9950757354181661,0.9951896191300608,0.9945090620031796,0.9944094465906442,0.0007087776603754859,BTC/USDT,BTC_USDT
2025-02-23 17:30:00,0.9942502206318081,0.9942626346532629,0.989965871754107,0.9903494670866195,0.0022261386301161076,BTC/USDT,BTC_USDT
2025-02-23 18:30:00,0.9901909980526752,0.9923676618143636,0.9906471648118707,0.9929464930822108,0.0017441907870631927,BTC/USDT,BTC_USDT
